ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
kanawa-canoe,yab,kanawa,,n,canoe,kanawa,,,,,
tayeniri-3p-drink-ipfv,yab,tayëniri,,vt,3P-drink-IPFV,ta yëni ri,,,,,
tatapari-3p-beat-ipfv,yab,tatapari,,vt,3P-beat-IPFV,ta tapa ri,,,,,
entono-from-here,yab,entono,,n,from_here,entono,,,,,
chijpe-cop-pst-acnnmlz,yab,chijpë,,n,COP-PST.ACNNMLZ,chi jpë,,,,,
chijpekontomo-cop-pst-pl,yab,chijpëkontomo,,vi,COP-PST-PL,chi jpë kontomo,,,,,
yapijtontom-old-pl,yab,yapijtontom,,n,old-PL,yapijton tom,,,,,
mujnajteja-bury-neg,yab,mujnajtëja,,vt,bury-NEG,mujnajtë ja,,,,,
tamu-3-ripeness-pert,yab,tamu,,n,3-ripeness-PERT,t amu ∅,,,,,
peri-palm-sp-pert,yab,peri,,n,palm.sp-PERT,pe ri,,,,,
mujnajtejrama-bury-proh,yab,mujnajtëjrama,,vt,bury-PROH,mujnajtë jrama,,,,,
yajno-brother-in-law-man,yab,yajno,,n,brother_in_law(man),yajno,,,,,
ike-put-imp,yab,ikë,,vt,put-IMP,i kë,,,,,
tarojpe-say-pst-acnnmlz,yab,tarojpë,,n,say-PST.ACNNMLZ,taro jpë,,,,,
kawe-high,yab,kawë,,adv,high,kawë,,,,,
wajto-fire,yab,wajto,,n,fire,wajto,,,,,
wati-burn-acnnmlz,yab,watï,,n,burn-ACNNMLZ,watï ∅,,,,,
yampejse-pick-up-plur-pst,yab,yampëjse,,vt,pick_up-PLUR-PST,yam pëj se,,,,,
tene-go-inf,yab,tënë,,n,go-INF,të në,,,,,
apo-later,yab,apo,,adv,later,apo,,,,,
yasukari-lk-sugar-pert,yab,yasukari,,n,LK-sugar-PERT,y asuka ri,,,,,
yakai-dig-out-hort,yab,yakai,,vt,dig_out-HORT,yaka i,,,,,
yamansem-make-ptcp-nmlz,yab,yamansem,,n,make-PTCP-NMLZ,yaman se m,,,,,
esene-see-self-acnnmlz,yab,esene,,n,see_self-ACNNMLZ,esene ∅,,,,,
yawarana-yawarana,yab,yawarana,,n,Yawarana,yawarana,,,,,
sene-see-self-acnnmlz,yab,sene,,n,see_self-ACNNMLZ,sene ∅,,,,,
yatane-adolescent,yab,yatanë,,n,adolescent,yatanë,,,,,
tenuru-3-eye-pert,yab,tënuru,,n,3-eye-PERT,t ënu ru,,,,,
warotata-work-motimp,yab,warotata,,vi,work-MOTIMP,warota ta,,,,,
rokotapetiri-become-crazy-plur-ipfv,yab,rokotapëtiri,,vi,become_crazy-PLUR-IPFV,rokota pëti ri,,,,,
tenukontomo-3-eye-pert-pl,yab,tënukontomo,,n,3-eye-PERT-PL,t ënu ∅ kontomo,,,,,
tenu-3-eye-pert,yab,tënu,,n,3-eye-PERT,t ënu ∅,,,,,
uchija-1-cop-neg,yab,uchija,,vi,1-COP-NEG,u chi ja,,,,,
iyajtepe-before,yab,iyajtëpe,,adv,before,iyajtëpe,,,,,
uchijpe-1-cop-pst,yab,uchijpë,,vi,1-COP-PST,u chi jpë,,,,,
umukuton-1-child-pert-pl,yab,umukuton,,n,1-child-PERT-PL,u muku ∅ ton,,,,,
tepetiri-go-plur-ipfv,yab,tëpëtiri,,vi,go(PLUR)-IPFV,tëpëti ri,,,,,
patakajpe-take-out-pst-acnnmlz,yab,patakajpë,,n,take_out-PST.ACNNMLZ,pataka jpë,,,,,
yenepeke-eat-meat-prog-tr,yab,yënëpëkë,,vt,eat(meat)-PROG.TR,yënë pëkë,,,,,
uyeremari-1-feed-ipfv,yab,uyeremari,,vt,1-feed-IPFV,u yerema ri,,,,,
wajpejnepeke-burn-plur-prog-intr,yab,wajpëjnëpëkë,,vi,burn-PLUR-PROG.INTR,waj pëj nëpëkë,,,,,
punu-flesh,yab,punu,,n,flesh,punu,,,,,
senkasem-finish-ptcp-nmlz,yab,sënkasem,,n,finish-PTCP-NMLZ,sënka se m,,,,,
chipiyu-fungus-sp,yab,chipiyu,,n,fungus.sp,chipiyu,,,,,
waimuja-speak-neg,yab,waimuja,,vi,speak-NEG,waimu ja,,,,,
nepiri-bring-ipfv,yab,nepïrï,,vt,bring-IPFV,nepï rï,,,,,
tari-say-acnnmlz,yab,tari,,n,say-ACNNMLZ,ta ri,,,,,
umuku-1-child-pert,yab,umuku,,n,1-child-PERT,u muku ∅,,,,,
yeke-tooth-prop,yab,yeke,,adv,tooth-PROP,ye ke,,,,,
menai-2-do-ipfv,yab,mënai,,vt,2-do-IPFV,më nai ∅,,,,,
waimujrama-speak-proh,yab,waimujrama,,vi,speak-PROH,waimu jrama,,,,,
mewaimuru-2-speak-ipfv,yab,mëwaimuru,,vi,2-speak-IPFV,më waimu ru,,,,,
tepo-3-loc,yab,tëpo,,postp,3-LOC,të po,,,,,
kune-cook-ipfv,yab,kunë,,vt,cook-IPFV,kunë ∅,,,,,
moroni-pain,yab,moroni,,n,pain,moroni,,,,,
uyu-1-lk-starchy-food-pert,yab,uyu,,n,1-LK-starchy_food-PERT,u y u ∅,,,,,
tapojtepori-3p-want-des-ipfv,yab,tapojtëpori,,vt,3P-want-DES-IPFV,ta pojtë po ri,,,,,
pakara-basket,yab,pakara,,n,basket,pakara,,,,,
pikapeke-peel-prog-tr,yab,pikapëkë,,vt,peel-PROG.TR,pika pëkë,,,,,
wenkepiri-forget-ipfv,yab,wënkepïrï,,vi,forget-IPFV,wënkepï rï,,,,,
warotasemi-work-ptcp-nmlz,yab,warotasemï,,n,work-PTCP-NMLZ,warota se mï,,,,,
yawakija-grate-neg,yab,yawakïja,,vt,grate-NEG,yawakï ja,,,,,
yamaneja-make-neg,yab,yamanëja,,vt,make-NEG,yamanë ja,,,,,
najmoton-grandmother-pl,yab,najmoton,,n,grandmother-PL,najmo ton,,,,,
sawankuitojpano-die-fut-concl,yab,sawankuitojpano,,vi,die-FUT.CONCL,sawankui tojpano,,,,,
warota-work-acnnmlz,yab,warota,,n,work-ACNNMLZ,warota ∅,,,,,
tarojpe-say-pst,yab,tarojpë,,vt,say-PST,taro jpë,,,,,
warotapeke-work-prog-tr,yab,warotapëkë,,vi,work-PROG.TR,warota pëkë,,,,,
sereri-bitter-manioc-pert,yab,sereri,,n,bitter_manioc-PERT,sere ri,,,,,
i-put-acnnmlz,yab,i,,n,put-ACNNMLZ,i ∅,,,,,
terepun-3-sick-pert,yab,terepun,,n,3-sick-PERT,t erepun ∅,,,,,
emo-2-father,yab,ëmo,,n,2-father,ë mo,,,,,
naijtopo-do-circ-nmlz,yab,naijtopo,,n,do-CIRC.NMLZ,naij topo,,,,,
warotane-work-inf,yab,warotanë,,n,work-INF,warota në,,,,,
senkapetijpe-finish-plur-pst,yab,sënkapëtijpë,,vi,finish-PLUR-PST,sënka pëti jpë,,,,,
najmotom-grandmother-pl,yab,najmotom,,n,grandmother-PL,najmo tom,,,,,
warotakem-work-acnnmlz-prop-nmlz,yab,warotakem,,adv,work-ACNNMLZ-PROP-NMLZ,warota ∅ ke m,,,,,
sempinuku-close-eyes-acnnmlz,yab,sëmpinuku,,n,close_eyes-ACNNMLZ,sëmpinuku ∅,,,,,
maketon-mom-pl,yab,makëton,,n,mom-PL,makë ton,,,,,
senkapejse-finish-plur-pst,yab,sënkapëjse,,vi,finish-PLUR-PST,sënka pëj se,,,,,
papatom-father-pl,yab,papatom,,n,father-PL,papa tom,,,,,
najpitom-grandfather-pl,yab,najpïtom,,n,grandfather-PL,najpï tom,,,,,
werewere-mosquito-sp,yab,werewere,,n,mosquito_sp.,werewere,,,,,
semaja-die-neg,yab,sëmaja,,vi,die-NEG,sëma ja,,,,,
ketaja-stink-neg,yab,këtaja,,vi,stink-NEG,këta ja,,,,,
tajtojpano-say-fut-concl,yab,tajtojpano,,vt,say-FUT.CONCL,taj tojpano,,,,,
watiri-burn-ipfv,yab,watïrï,,vi,burn-IPFV,watï rï,,,,,
nwapeke-glute-about,yab,nwapëkë,,postp,glute-about,nwa pëkë,,,,,
yeniri-drink-ipfv-1,yab,yënïrï,,vt,drink-IPFV,yënï rï,,,,,
ijmojkapeke-cook-prog-tr,yab,ijmojkapëkë,,vt,cook-PROG.TR,ijmojka pëkë,,,,,
wajsaj-burn-abs-nmlz,yab,wajsaj,,n,burn-ABS.NMLZ,waj saj,,,,,
ijmojkasemi-cook-ptcp-nmlz,yab,ijmojkasemï,,n,cook-PTCP-NMLZ,ijmojka se mï,,,,,
ijmojkasem-cook-ptcp-nmlz,yab,ijmojkasem,,n,cook-PTCP-NMLZ,ijmojka se m,,,,,
ijmojka-cook-acnnmlz,yab,ijmojka,,n,cook-ACNNMLZ,ijmojka ∅,,,,,
ya-ratom-grandchild-pl,yab,ya'ratom,,n,grandchild-PL,ya'ra tom,,,,,
wurijyantomo-woman-pl,yab,wurijyantomo,,n,woman-PL,wurijyan tomo,,,,,
ya-ratomojne-grandchild-pl-pl,yab,ya'ratomojne,,n,grandchild-PL-PL,ya'ra tomo jne,,,,,
wepijpekonton-come-pst-pl,yab,wepïjpëkonton,,vi,come-PST-PL,wepï jpë konton,,,,,
minteno-there-loc-nmlz,yab,mïntëno,,n,there.LOC-NMLZ,mïntë no,,,,,
merisiyo-m,yab,merisiyo,,n,M.,merisiyo,,,,,
warotajpekontomo-work-pst-pl,yab,warotajpëkontomo,,vi,work-PST-PL,warota jpë kontomo,,,,,
javier-j,yab,javier,,n,J.,javier,,,,,
yeseti-lk-name-pert,yab,yeseti,,n,LK-name-PERT,y ese ti,,,,,
tuni-give-agtnmlz,yab,tuni,,n,give-AGTNMLZ,tu ni,,,,,
ron-rum,yab,ron,,n,rum,ron,,,,,
yokikontomo-eat-starch-ipfv-pl,yab,yokïkontomo,,vt,eat(starch)-IPFV-PL,yokï ∅ kontomo,,,,,
inteke-see-pl-imp,yab,intëkë,,vt,see-PL-IMP,in të kë,,,,,
wejkapetiri-fall-plur-ipfv,yab,wëjkapëtiri,,vi,fall-PLUR-IPFV,wëjka pëti ri,,,,,
yapejpo-grab-des-ipfv,yab,yapëjpo,,vt,grab-DES-IPFV,yapëj po ∅,,,,,
wejkaja-fall-neg,yab,wëjkaja,,vi,fall-NEG,wëjka ja,,,,,
montomo-2pl-pro,yab,montomo,,pn,2PL.PRO,montomo,,,,,
wejkapeti-fall-plur-ipfv,yab,wëjkapëti,,vi,fall-PLUR-IPFV,wëjka pëti ∅,,,,,
karasakemi-white-nmlz,yab,karasakemï,,n,white-NMLZ,karasake mï,,,,,
warotakontomo-work-ipfv-pl,yab,warotakontomo,,vi,work-IPFV-PL,warota ∅ kontomo,,,,,
margarita-m,yab,margarita,,n,M.,margarita,,,,,
asakeno-two-nmlz,yab,asakëno,,n,two-NMLZ,asakë no,,,,,
chikonton-cop-ipfv-pl,yab,chikonton,,vi,COP-IPFV-PL,chi ∅ konton,,,,,
antonio-a,yab,antonio,,n,A.,antonio,,,,,
yawankajpe-kill-pst,yab,yawankajpë,,vt,kill-PST,yawanka jpë,,,,,
tapejmajpe-3p-bewitch-pst,yab,tapejmajpë,,vt,3P-bewitch-PST,ta pejma jpë,,,,,
taiche-3p-put-pst,yab,taiche,,vt,3P-put-PST,ta i che,,,,,
isere-3-bitter-manioc-pert,yab,isere,,n,3-bitter_manioc-PERT,i sere ∅,,,,,
pajarito-p,yab,pajarito,,n,P.,pajarito,,,,,
tajtopo-say-circ-nmlz,yab,tajtopo,,n,say-CIRC.NMLZ,taj topo,,,,,
yakucho-p-a,yab,yakucho,,n,P._A.,yakucho,,,,,
ipojpe-put-des-pst,yab,ipojpë,,vt,put-DES-PST,i po jpë,,,,,
semase-die-sup,yab,sëmase,,adv,die-SUP,sëma se,,,,,
ijtepejsejne-3-go-plur-pst-pl,yab,ijtëpëjsejne,,vi,3-go-PLUR-PST-PL,ij të pëj se jne,,,,,
ijtepejsajkontomo-3-go-plur-pfv-pl,yab,ijtëpëjsajkontomo,,vi,3-go-PLUR-PFV-PL,ij të pëj saj kontomo,,,,,
warotase-work-sup,yab,warotase,,adv,work-SUP,warota se,,,,,
yipiri-mountain-pert,yab,yïpïrï,,n,mountain-PERT,yïpï rï,,,,,
tasojpase-3p-take-out-pst,yab,tasojpase,,vt,3P-take_out-PST,ta sojpa se,,,,,
sojpa-take-out-ipfv,yab,sojpa,,vt,take_out-IPFV,sojpa ∅,,,,,
kasajpe-fruit-pit,yab,kasajpë,,n,fruit_pit,kasajpë,,,,,
saku-sweet-potato,yab,saku,,n,sweet_potato,saku,,,,,
apuni-soap,yab,apuni,,n,soap,apuni,,,,,
wepi-come-acnnmlz,yab,wepï,,n,come-ACNNMLZ,wepï ∅,,,,,
teja-go-neg,yab,tëja,,vi,go-NEG,të ja,,,,,
winiki-sleep-acnnmlz,yab,wïnïkï,,n,sleep-ACNNMLZ,wïnïkï ∅,,,,,
sejpetiri-dream-ipfv,yab,sejpëtiri,,vi,dream-IPFV,sejpëti ri,,,,,
sejpejse-dream-sup,yab,sejpëjse,,adv,dream-SUP,sejpëj se,,,,,
sejpejse-dream-pst,yab,sejpëjse,,vi,dream-PST,sejpëj se,,,,,
tejrama-go-proh,yab,tëjrama,,vi,go-PROH,të jrama,,,,,
sejke-be-imp,yab,sejkë,,vi,be.IMP,sejkë,,,,,
meyerepuntari-2-lk-become-sick-ipfv,yab,mëyerepuntari,,vi,2-LK-become_sick-IPFV,më y erepunta ri,,,,,
waimu-language-pert,yab,waimu,,n,language-PERT,waimu ∅,,,,,
ammm-um,yab,ammm,,intj,um,ammm,,,,,
yojse-eat-starch-pst,yab,yojse,,vt,eat(starch)-PST,yoj se,,,,,
tainiri-3p-see-ipfv,yab,tainiri,,vt,3P-see-IPFV,ta ini ri,,,,,
sejpeti-dream-acnnmlz,yab,sejpëti,,n,dream-ACNNMLZ,sejpëti ∅,,,,,
meyojse-2-eat-starch-pst,yab,mëyojse,,vt,2-eat(starch)-PST,më yoj se,,,,,
mewine-2-from,yab,mëwinë,,postp,2-from,më winë,,,,,
ejsejpeti-1-2-dream-ipfv,yab,ejsejpëti,,vi,1+2-dream-IPFV,ej sejpëti ∅,,,,,
yakaramari-tell-ipfv,yab,yakaramari,,vt,tell-IPFV,yakarama ri,,,,,
ejchiyakon-1-2-friend-pert,yab,ejchiyakon,,n,1+2-friend-PERT,ej chiyakon ∅,,,,,
mesejpetijpe-2-dream-pst,yab,mësejpëtijpë,,vi,2-dream-PST,më sejpëti jpë,,,,,
ejnomo-ejnomo,yab,ejnomo,,n,ejnomo,ejnomo,,,,,
meyapichiri-2-grab-ipfv,yab,mëyapïchiri,,vt,2-grab-IPFV,më yapïchi ri,,,,,
yakiri-lk-worm-pert,yab,yakïrï,,n,LK-worm-PERT,y akï rï,,,,,
yawoton-lk-uncle-pert-pl,yab,yawoton,,n,LK-uncle-PERT-PL,y awo ∅ ton,,,,,
yapichijpe-grab-pst,yab,yapïchijpë,,vt,grab-PST,yapïchi jpë,,,,,
tejpe-go-pst,yab,tëjpë,,vi,go-PST,të jpë,,,,,
sejpetijpe-dream-pst,yab,sejpëtijpë,,vi,dream-PST,sejpëti jpë,,,,,
tayakarama-3p-tell-ipfv,yab,tayakarama,,vt,3P-tell-IPFV,ta yakarama ∅,,,,,
ati-plot-of-cultivated-land,yab,ati,,n,plot_of_cultivated_land,ati,,,,,
yakete-cut-ipfv,yab,yakëtë,,vt,cut-IPFV,yakëtë ∅,,,,,
ye-tooth-pert,yab,yë,,n,tooth-PERT,yë ∅,,,,,
wejkari-fall-ipfv,yab,wëjkari,,vi,fall-IPFV,wëjka ri,,,,,
wejka-fall-ipfv,yab,wëjka,,vi,fall-IPFV,wëjka ∅,,,,,
esematojpano-die-fut-concl,yab,ësëmatojpano,,vi,die-FUT.CONCL,ësëma tojpano,,,,,
uye-1-tooth-pert,yab,uyë,,n,1-tooth-PERT,u yë ∅,,,,,
sojpasemi-take-out-ptcp-nmlz,yab,sojpasemï,,n,take_out-PTCP-NMLZ,sojpa se mï,,,,,
chiri-cop-ipfv,yab,chiri,,vi,COP-IPFV,chi ri,,,,,
yakereti-lk-relative-pert-1,yab,yakërëti,,n,LK-relative-PERT,y akërë ti,,,,,
chiyakono-friend-pert,yab,chiyakono,,n,friend-PERT,chiyakono ∅,,,,,
sema-die-ipfv,yab,sëma,,vi,die-IPFV,sëma ∅,,,,,
semari-die-ipfv,yab,sëmari,,vi,die-IPFV,sëma ri,,,,,
yaketese-cut-pst,yab,yakëtëse,,vt,cut-PST,yakëtë se,,,,,
yemese-eat-fruits-eggs-soup-pst,yab,yemese,,vt,"eat(fruits,_eggs,_soup)-PST",yeme se,,,,,
sematojpano-die-fut-concl,yab,sëmatojpano,,vi,die-FUT.CONCL,sëma tojpano,,,,,
meyakerejtomo-2-lk-relative-pert-pl,yab,mëyakerejtomo,,n,2-LK-relative-PERT-PL,më y akere j tomo,,,,,
sematopo-die-circ-nmlz,yab,sëmatopo,,n,die-CIRC.NMLZ,sëma topo,,,,,
wejtojpe-cop-fut,yab,wejtojpe,,vi,COP-FUT,wej tojpe,,,,,
yakerej-lk-relative-pert-1,yab,yakërëj,,n,LK-relative-PERT,y akërë j,,,,,
maniki-rel-anim-1,yab,manïkï,,part,REL.ANIM,manïkï,,,,,
wejkajpe-fall-pst,yab,wëjkajpë,,vi,fall-PST,wëjka jpë,,,,,
ijpu-summit,yab,ijpu,,n,summit,ijpu,,,,,
sejpeti-dream-ipfv,yab,sejpëti,,vi,dream-IPFV,sejpëti ∅,,,,,
wejkase-fall-sup,yab,wëjkase,,adv,fall-SUP,wëjka se,,,,,
waimuru-language-pert,yab,waimuru,,n,language-PERT,waimu ru,,,,,
taitaja-3p-hear-neg,yab,taitaja,,vt,3P-hear-NEG,ta ita ja,,,,,
enire-now,yab,enirë,,adv,now,enirë,,,,,
winijse-sleep-pst,yab,wïnïjse,,vi,sleep-PST,wïnïj se,,,,,
empampori-learn-des-ipfv,yab,ëmpampori,,vi,learn-DES-IPFV,ëmpam po ri,,,,,
intojpe-see-purp,yab,intojpe,,adv,see-PURP,in tojpe,,,,,
iche-put-pst,yab,iche,,vt,put-PST,i che,,,,,
pojtepori-want-des-ipfv,yab,pojtëpori,,vt,want-DES-IPFV,pojtë po ri,,,,,
winijpo-sleep-des-ipfv,yab,wïnïjpo,,vi,sleep-DES-IPFV,wïnïj po ∅,,,,,
asamopeke-cry-prog-tr,yab,asamopëkë,,vi,cry-PROG.TR,asamo pëkë,,,,,
nemeri-leave-ipfv,yab,nëmëri,,vt,leave-IPFV,nëmë ri,,,,,
eke-which,yab,ëkë,,intj,which,ëkë,,,,,
neto-n,yab,neto,,n,N.,neto,,,,,
tapojte-3p-want-ipfv,yab,tapojtë,,vt,3P-want-IPFV,ta pojtë ∅,,,,,
pojte-want-ipfv,yab,pojtë,,vt,want-IPFV,pojtë ∅,,,,,
mewaimuruntojpe-2-speak-fut,yab,mëwaimuruntojpe,,vi,2-speak-FUT,më waimurun tojpe,,,,,
kune-cook-acnnmlz,yab,kunë,,n,cook-ACNNMLZ,kunë ∅,,,,,
parujpe-broth,yab,parujpë,,n,broth,parujpë,,,,,
yipi-mountain,yab,yïpï,,n,mountain,yïpï,,,,,
tayapichiri-3p-grab-ipfv,yab,tayapïchiri,,vt,3P-grab-IPFV,ta yapïchi ri,,,,,
nai-do-acnnmlz,yab,nai,,n,do-ACNNMLZ,nai ∅,,,,,
iyeri-3-tooth-pert,yab,iyëri,,n,3-tooth-PERT,i yë ri,,,,,
yekemi-tooth-prop-nmlz,yab,yekemï,,n,tooth-PROP-NMLZ,ye ke mï,,,,,
yeri-tooth-pert,yab,yëri,,n,tooth-PERT,yë ri,,,,,
chuk-smack,yab,chuk,,ideo,smack,chuk,,,,,
yojtopo-eat-starch-circ-nmlz,yab,yojtopo,,n,eat(starch)-CIRC.NMLZ,yoj topo,,,,,
tayapichi-3p-grab-ipfv,yab,tayapïchi,,vt,3P-grab-IPFV,ta yapïchi ∅,,,,,
kori-brassolis-sophorae,yab,korï,,n,brassolis_sophorae,korï,,,,,
yotijpe-lk-meat-pert-pst,yab,yotijpë,,n,LK-meat-PERT-PST,y oti ∅ jpë,,,,,
teijpo-far-1,yab,tëijpo,,adv,far,tëijpo,,,,,
metetojpe-2-go-fut,yab,mëtëtojpe,,vi,2-go-FUT,më të tojpe,,,,,
sawankuijpe-die-pst,yab,sawankuijpë,,vi,die-PST,sawankui jpë,,,,,
teri-go-ipfv,yab,tëri,,vi,go-IPFV,të ri,,,,,
meteja-2-go-neg,yab,mëtëja,,vi,2-go-NEG,më të ja,,,,,
iyajteke-care-for-imp,yab,iyajtëkë,,vt,care_for-IMP,iyajtë kë,,,,,
aya-ratomo-2-grandchild-pert-pl,yab,aya'ratomo,,n,2-grandchild-PERT-PL,a ya'ra ∅ tomo,,,,,
tajnontomo-piaroa-pl,yab,tajnontomo,,n,Piaroa-PL,tajnon tomo,,,,,
asane-2-mother-pert,yab,asanë,,n,2-mother-PERT,a sanë ∅,,,,,
inajmo-3-grandmother-pert,yab,inajmo,,n,3-grandmother-PERT,i najmo ∅,,,,,
ijtejakontomo-3-go-neg-pl,yab,ijtëjakontomo,,vi,3-go-NEG-PL,ij të ja kontomo,,,,,
pojteri-want-ipfv,yab,pojtëri,,vt,want-IPFV,pojtë ri,,,,,
ijtekontomo-3-go-ipfv-pl,yab,ijtëkontomo,,vi,3-go-IPFV-PL,ij të ∅ kontomo,,,,,
tatakontomo-3p-say-ipfv-pl,yab,tatakontomo,,vt,3P-say-IPFV-PL,ta ta ∅ kontomo,,,,,
wepikontomo-come-ipfv-pl,yab,wepïkontomo,,vi,come-IPFV-PL,wepï ∅ kontomo,,,,,
mujnajtejpe-bury-pst,yab,mujnajtëjpë,,vt,bury-PST,mujnajtë jpë,,,,,
ayakono-2-lk-younger-sister-of-woman-pert,yab,ayakono,,n,2-LK-younger_sister_of_woman-PERT,a y akono ∅,,,,,
tapojtejpe-3p-want-pst,yab,tapojtëjpë,,vt,3P-want-PST,ta pojtë jpë,,,,,
takinori-3-younger-brother-pert,yab,takinori,,n,3-younger_brother-PERT,t akino ri,,,,,
awo-uncle,yab,awo,,n,uncle,awo,,,,,
nonorijpe-earth-pert-pst,yab,nonorijpë,,n,earth-PERT-PST,nono ri jpë,,,,,
semekiri-defend-ipfv,yab,semekïrï,,vt,defend-IPFV,semekï rï,,,,,
ayakonotomo-2-lk-younger-sister-of-woman-pert-pl,yab,ayakonotomo,,n,2-LK-younger_sister_of_woman-PERT-PL,a y akono ∅ tomo,,,,,
waimujakontomo-speak-neg-pl,yab,waimujakontomo,,vi,speak-NEG-PL,waimu ja kontomo,,,,,
pojteke-want-imp,yab,pojtëkë,,vt,want-IMP,pojtë kë,,,,,
ya-ratomo-grandchild-pl,yab,ya'ratomo,,n,grandchild-PL,ya'ra tomo,,,,,
upapa-1-father-pert,yab,upapa,,n,1-father-PERT,u papa ∅,,,,,
taise-3p-put-pst,yab,taise,,vt,3P-put-PST,ta i se,,,,,
sukasemi-all-nmlz,yab,sukasemï,,n,all-NMLZ,sukase mï,,,,,
nankaja-find-neg,yab,nankaja,,vt,find-NEG,nanka ja,,,,,
nankajpe-find-pst,yab,nankajpë,,vt,find-PST,nanka jpë,,,,,
yejpejpe-bone-pst,yab,yëjpëjpë,,n,bone-PST,yëjpë jpë,,,,,
tanemejpe-3p-leave-pst,yab,tanëmëjpë,,vt,3P-leave-PST,ta nëmë jpë,,,,,
tayamanijpe-3p-make-pst,yab,tayamanijpë,,vt,3P-make-PST,ta yamani jpë,,,,,
tayujwari-3p-burn-ipfv,yab,tayujwari,,vt,3P-burn-IPFV,ta yujwa ri,,,,,
nankajpe-find-pst-acnnmlz,yab,nankajpë,,n,find-PST.ACNNMLZ,nanka jpë,,,,,
eki-chicha,yab,ëkï,,n,chicha,ëkï,,,,,
yeni-drink-acnnmlz-1,yab,yeni,,n,drink-ACNNMLZ,yeni ∅,,,,,
wepi-come-ipfv,yab,wepï,,vi,come-IPFV,wepï ∅,,,,,
inta-see-motimp,yab,inta,,vt,see-MOTIMP,in ta,,,,,
yolanda-y,yab,yolanda,,n,Y.,yolanda,,,,,
yamanke-make-imp,yab,yamankë,,vt,make-IMP,yaman kë,,,,,
meinta-2-see-motimp,yab,mëinta,,vt,2-see-MOTIMP,më in ta,,,,,
tuj-fall,yab,tuj,,ideo,fall,tuj,,,,,
tanejse-3p-bring-pst,yab,tanejse,,vt,3P-bring-PST,ta nej se,,,,,
michisantomo-med-inan-pl,yab,michisantomo,,dem,MED.INAN.PL,michisantomo,,,,,
mewaijte-2-head-pert,yab,mëwaijtë,,n,2-head-PERT,më waijtë ∅,,,,,
intane-see-cncs,yab,intane,,adv,see-CNCS,in tane,,,,,
ewine-here-all,yab,ewinë,,adv,here.ALL,ewinë,,,,,
waijterijpe-head-pert-pst,yab,waijtërijpë,,n,head-PERT-PST,waijtë ri jpë,,,,,
tayeneja-3p-eat-meat-neg,yab,tayënëja,,vt,3P-eat(meat)-NEG,ta yënë ja,,,,,
tasojpajpe-3p-take-out-pst,yab,tasojpajpë,,vt,3P-take_out-PST,ta sojpa jpë,,,,,
meni-dist-inan,yab,mënï,,dem,DIST.INAN,mënï,,,,,
ante-fish-hook,yab,antë,,n,fish_hook,antë,,,,,
pechine-odorous,yab,pëchine,,adv,odorous,pëchine,,,,,
taitojpe-3p-put-fut,yab,taitojpe,,vt,3P-put-FUT,ta i tojpe,,,,,
tatutojpe-3p-give-fut,yab,tatutojpe,,vt,3P-give-FUT,ta tu tojpe,,,,,
wejtetoj-go-down-circ-nmlz,yab,wëjtëtoj,,n,go_down-CIRC.NMLZ,wëjtë toj,,,,,
mechijpe-2-cop-pst,yab,mëchijpë,,vi,2-COP-PST,më chi jpë,,,,,
tayakaramajpe-3p-tell-pst,yab,tayakaramajpë,,vt,3P-tell-PST,ta yakarama jpë,,,,,
yakaramajpe-tell-pst,yab,yakaramajpë,,vt,tell-PST,yakarama jpë,,,,,
senkatoj-finish-circ-nmlz,yab,sënkatoj,,n,finish-CIRC.NMLZ,sënka toj,,,,,
mechawe-2-loc,yab,mëchawë,,postp,2-LOC,më chawë,,,,,
meempamijpe-2-learn-pst,yab,mëëmpamïjpë,,vi,2-learn-PST,më ëmpamï jpë,,,,,
patakase-take-out-sup,yab,patakase,,adv,take_out-SUP,pataka se,,,,,
keyetase-grow-sup,yab,këyetase,,adv,grow-SUP,këyeta se,,,,,
yamanipeke-make-prog-tr,yab,yamanipëkë,,vt,make-PROG.TR,yamani pëkë,,,,,
metejpe-2-go-pst,yab,mëtëjpë,,vi,2-go-PST,më të jpë,,,,,
ejyemekunu-1-2-five-pert,yab,ejyemekunu,,n,1+2-five-PERT,ej yemekunu ∅,,,,,
uchi-1-cop-ipfv,yab,uchi,,vi,1-COP-IPFV,u chi ∅,,,,,
ijpuru-summit-pert,yab,ijpuru,,n,summit-PERT,ijpu ru,,,,,
tiwiti-3-house-pert,yab,tïwïtï,,n,3-house-PERT,t ïwïtï ∅,,,,,
chijtoj-cop-circ-nmlz,yab,chijtoj,,n,COP-CIRC.NMLZ,chij toj,,,,,
nemepeti-leave-plur-ipfv,yab,nëmëpëti,,vt,leave-PLUR-IPFV,nëmë pëti ∅,,,,,
mewe-2-kill-ipfv,yab,mëwë,,vt,2-kill-IPFV,më wë ∅,,,,,
tuja-give-neg,yab,tuja,,vt,give-NEG,tu ja,,,,,
yeremaja-feed-neg,yab,yeremaja,,vt,feed-NEG,yerema ja,,,,,
yamanepike-make-prog-tr,yab,yamanëpïkë,,vt,make-PROG.TR,yamanë pïkë,,,,,
